#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
      886000       1.090421e-02       4.133292e-04       5.781988e-03       1.817605e-01       7.946196e-03       3.694625e-02
      888000       1.167874e-02       5.523051e-04       6.653133e-03       1.481040e-01       8.525871e-03       4.062282e-02
      890000       5.017693e-03       9.176644e-04       2.932651e-03       2.145456e-01       8.639057e-03       3.731891e-02
      892000       1.008376e-02       6.515425e-04       5.290019e-03       1.481813e-01       8.242188e-03       3.515603e-02
      894000       1.130682e-02       7.940808e-04       6.418491e-03       1.831045e-01       7.657426e-03       3.873775e-02
      896000       6.096862e-03       6.191640e-04       3.339778e-03       1.598870e-01       8.839405e-03       3.641811e-02
      898000       6.676298e-03       8.041364e-04       3.318123e-03       1.372641e-01       1.051864e-02       3.805249e-02
      900000       9.578484e-03       1.215939e-03       5.302264e-03       1.733137e-01       1.005159e-02       4.264014e-02
      902000       6.603784e-03       5.900943e-04       2.933508e-03       2.186379e-01       6.531495e-03       4.165159e-02
      904000       4.116398e-03       5.534379e-04       2.200205e-03       2.050954e-01       8.059237e-03       3.951004e-02
      906000       8.158704e-03       1.200544e-03       4.485951e-03       1.988450e-01       8.636161e-03       3.620291e-02
      908000       7.163561e-03       8.074922e-04       4.020460e-03       2.115889e-01       7.126924e-03       3.580369e-02
      910000       8.003252e-03       5.989684e-04       4.349399e-03       1.292251e-01       7.493341e-03       3.452877e-02
      912000       7.522610e-03       4.195602e-04       4.100099e-03       1.341177e-01       7.150726e-03       3.262369e-02
      914000       1.156805e-02       6.137760e-04       6.311070e-03       1.594323e-01       6.827583e-03       3.743062e-02
      916000       1.043856e-02       3.270545e-04       5.852480e-03       1.386964e-01       8.295437e-03       3.797382e-02
      918000       1.001374e-02       7.682584e-04       5.751789e-03       1.122998e-01       6.298688e-03       3.325519e-02
      920000       9.783551e-03       2.562111e-04       5.611969e-03       1.375361e-01       8.678768e-03       3.325798e-02
      922000       9.474714e-03       4.324920e-04       4.845813e-03       1.406697e-01       7.503184e-03       3.259760e-02
      924000       1.294704e-02       5.427543e-04       6.889571e-03       1.334063e-01       8.966394e-03       3.445898e-02
      926000       1.265756e-02       3.232888e-04       6.797218e-03       1.442918e-01       8.503519e-03       3.453836e-02
      928000       1.004756e-02       2.690121e-04       5.652932e-03       1.331910e-01       9.119813e-03       3.477412e-02
      930000       7.505780e-03       5.535482e-04       3.888472e-03       1.467089e-01       6.199179e-03       3.595110e-02
      932000       9.584052e-03       7.496308e-04       5.159238e-03       1.673347e-01       6.788416e-03       3.457151e-02
      934000       6.753860e-03       7.342386e-04       3.813244e-03       1.518772e-01       9.446129e-03       3.842617e-02
      936000       7.578243e-03       9.455488e-04       3.660708e-03       1.967354e-01       1.047497e-02       3.718213e-02
      938000       1.290781e-02       2.550960e-04       6.798337e-03       1.006618e-01       7.686496e-03       3.339635e-02
      940000       9.764167e-03       3.143779e-04       5.172374e-03       1.170421e-01       6.496219e-03       3.218713e-02
      942000       1.026687e-02       6.248200e-04       5.512884e-03       1.315463e-01       6.701136e-03       3.192095e-02
      944000       9.160964e-03       9.536034e-04       4.987904e-03       1.467527e-01       9.811751e-03       3.787480e-02
      946000       4.825999e-03       1.036246e-03       2.960439e-03       2.152975e-01       8.876331e-03       3.816266e-02
      948000       7.064523e-03       3.427120e-04       3.992814e-03       1.609083e-01       6.538159e-03       3.426373e-02
      950000       1.122877e-02       3.002112e-04       5.932837e-03       1.441655e-01       8.468913e-03       3.651474e-02
      952000       9.297485e-03       4.503980e-04       4.895890e-03       1.605600e-01       9.882850e-03       3.548562e-02
      954000       6.411609e-03       7.532603e-04       3.576385e-03       1.690518e-01       9.979087e-03       3.993834e-02
      956000       8.663377e-03       4.676749e-04       4.415744e-03       1.906696e-01       8.616179e-03       3.864356e-02
      958000       1.148167e-02       6.589137e-04       6.400622e-03       1.618031e-01       9.980833e-03       3.750302e-02
      960000       1.356046e-02       5.030714e-04       7.156257e-03       1.274375e-01       8.286630e-03       3.886847e-02
      962000       5.916529e-03       7.757244e-04       3.207702e-03       1.531067e-01       1.082600e-02       3.511768e-02
      964000       5.540482e-03       5.935996e-04       2.993450e-03       1.774674e-01       1.114281e-02       3.541159e-02
      966000       6.274264e-03       1.143366e-03       3.374240e-03       1.286556e-01       8.545270e-03       3.469734e-02
      968000       6.961876e-03       3.712294e-04       3.824609e-03       1.691398e-01       9.101549e-03       3.398402e-02
      970000       8.833369e-03       3.068361e-04       4.776507e-03       1.534099e-01       5.791587e-03       3.252077e-02
      972000       9.848056e-03       7.324168e-04       5.340513e-03       1.793259e-01       9.062347e-03       3.664608e-02
      974000       6.528493e-03       9.812790e-04       3.630672e-03       1.375640e-01       8.666320e-03       3.377701e-02
      976000       9.332779e-03       3.101749e-04       5.283804e-03       2.942729e-01       9.611110e-03       4.096033e-02
      978000       6.225061e-03       9.249273e-04       3.411530e-03       1.331007e-01       5.541395e-03       3.285691e-02
      980000       5.335432e-03       8.571112e-04       2.703616e-03       2.308090e-01       8.174007e-03       4.463618e-02
      982000       1.109290e-02       4.785974e-04       6.110926e-03       1.934251e-01       9.736911e-03       3.985302e-02
      984000       6.225568e-03       4.656096e-04       3.286515e-03       1.606903e-01       8.243239e-03       3.934325e-02
      986000       8.491635e-03       8.979088e-04       4.808770e-03       1.239988e-01       8.112485e-03       3.517571e-02
      988000       1.108410e-02       1.040764e-03       6.117820e-03       1.585498e-01       6.693554e-03       3.763780e-02
      990000       1.158369e-02       1.097649e-03       6.266131e-03       1.302010e-01       1.067517e-02       3.616401e-02
      992000       1.047408e-02       6.792006e-04       5.811509e-03       1.551365e-01       7.085232e-03       3.961162e-02
      994000       8.449694e-03       6.136647e-04       4.680678e-03       1.373893e-01       8.823173e-03       3.646359e-02
      996000       6.853609e-03       1.121670e-03       3.856500e-03       3.100406e-01       8.476050e-03       4.128824e-02
      998000       6.710597e-03       5.955127e-04       3.797994e-03       1.251581e-01       9.622769e-03       3.277114e-02
     1000000       1.067465e-02       5.310746e-04       5.578643e-03       1.943127e-01       7.796534e-03       3.374004e-02
     1002000       6.579650e-03       3.465829e-04       3.618962e-03       9.358869e-02       7.312329e-03       3.181216e-02
     1004000       1.534762e-02       3.226294e-04       7.969038e-03       1.571348e-01       9.397831e-03       3.694035e-02
     1006000       8.059535e-03       3.127557e-04       3.971411e-03       1.155789e-01       7.615434e-03       3.247262e-02
     1008000       4.308503e-03       3.843193e-04       2.360823e-03       1.604405e-01       8.556238e-03       3.465783e-02
     1010000       9.977665e-03       5.018350e-04       5.711840e-03       1.260448e-01       8.210110e-03       3.709548e-02
     1012000       1.027254e-02       8.539193e-04       5.925449e-03       2.115602e-01       1.056661e-02       4.143213e-02
     1014000       6.149240e-03       4.334090e-04       3.569399e-03       1.078152e-01       9.397637e-03       3.417154e-02
     1016000       9.003065e-03       4.959790e-04       5.202529e-03       1.485694e-01       1.005620e-02       3.587277e-02
     1018000       8.523086e-03       8.462285e-04       4.680750e-03       1.433304e-01       9.139857e-03       3.507659e-02
     1020000       8.266428e-03       2.955847e-04       4.488692e-03       2.500041e-01       8.467901e-03       3.980870e-02
     1022000       1.209863e-02       8.432893e-04       6.666964e-03       1.742287e-01       9.882597e-03       3.875564e-02
     1024000       7.837713e-03       6.604539e-04       4.432810e-03       1.817769e-01       6.857928e-03       3.717268e-02
     1026000       7.346828e-03       4.890558e-04       4.219081e-03       1.950240e-01       1.021116e-02       3.597262e-02
     1028000       1.006414e-02       3.720599e-04       5.597725e-03       1.756982e-01       5.269231e-03       3.850686e-02
     1030000       7.298598e-03       1.046541e-03       4.138174e-03       1.971988e-01       7.887900e-03       3.888565e-02
     1032000       1.025539e-02       6.073870e-04       5.222767e-03       1.626906e-01       1.079289e-02       3.687173e-02
     1034000       6.956333e-03       8.042170e-04       3.300128e-03       1.816720e-01       9.273981e-03       3.645254e-02
     1036000       1.082288e-02       4.246347e-04       5.686876e-03       1.204223e-01       8.294635e-03       3.433718e-02
     1038000       1.114547e-02       4.212757e-04       6.122185e-03       1.178664e-01       7.582533e-03       3.440670e-02
     1040000       1.090266e-02       2.288029e-04       5.826470e-03       2.052309e-01       8.196120e-03       3.574644e-02
     1042000       7.892270e-03       5.199787e-04       3.665114e-03       2.161654e-01       8.425234e-03       4.052444e-02
     1044000       7.423494e-03       5.588326e-04       3.697037e-03       2.625926e-01       6.894423e-03       3.942753e-02
     1046000       9.996128e-03       7.325571e-04       5.719186e-03       1.262056e-01       7.489538e-03       3.418869e-02
     1048000       8.444534e-03       6.585841e-04       4.687583e-03       2.158836e-01       9.048993e-03       3.709115e-02
     1050000       9.289441e-03       5.707785e-04       4.903550e-03       2.422361e-01       8.734423e-03       4.273510e-02
     1052000       1.169792e-02       7.833923e-04       6.606878e-03       1.999451e-01       6.767362e-03       3.784102e-02
     1054000       9.448614e-03       9.528133e-04       5.289207e-03       2.780768e-01       6.364341e-03       3.930993e-02
     1056000       8.824831e-03       2.057635e-04       4.762467e-03       1.494507e-01       6.668823e-03       3.461991e-02
     1058000       1.326133e-02       6.797630e-04       7.117732e-03       1.928536e-01       7.850353e-03       3.906490e-02
     1060000       8.875394e-03       9.205208e-04       5.013874e-03       2.234992e-01       7.146977e-03       3.962149e-02
     1062000       1.330658e-02       8.408673e-04       7.380437e-03       2.117549e-01       7.660387e-03       4.302641e-02
     1064000       1.077200e-02       4.785403e-04       5.828254e-03       1.705429e-01       8.052447e-03       3.552085e-02
     1066000       1.366760e-02       2.332454e-04       7.629784e-03       1.830014e-01       7.822765e-03       3.781614e-02
     1068000       1.031144e-02       2.659065e-04       5.706978e-03       2.268264e-01       1.046787e-02       4.235248e-02
     1070000       8.890338e-03       5.744361e-04       4.978845e-03       1.557547e-01       6.475808e-03       3.596801e-02
     1072000       1.155014e-02       4.660456e-04       6.438982e-03       1.442796e-01       7.186600e-03       3.659120e-02
     1074000       1.564091e-02       5.592990e-04       8.584203e-03       1.389986e-01       5.748846e-03       3.779285e-02
     1076000       1.324488e-02       1.368550e-04       7.164575e-03       1.671834e-01       9.511644e-03       3.845312e-02
     1078000       6.220453e-03       5.923144e-04       3.138239e-03       1.277718e-01       6.590698e-03       3.403436e-02
     1080000       9.221536e-03       9.174671e-05       5.206078e-03       1.327002e-01       6.158208e-03       3.453373e-02
     1082000       1.242427e-02       5.074761e-04       6.773170e-03       1.357629e-01       9.032673e-03       3.570175e-02
     1084000       1.232196e-02       5.039195e-04       6.305968e-03       1.356444e-01       8.757277e-03       3.661632e-02
     1086000       7.308415e-03       6.017328e-04       4.140355e-03       1.869407e-01       7.585635e-03       3.920344e-02
     1088000       8.782166e-03       4.206631e-04       4.966753e-03       1.856516e-01       8.485642e-03       3.569543e-02
     1090000       4.343874e-03       1.306251e-03       2.321836e-03       1.669977e-01       5.858283e-03       3.736841e-02
     1092000       6.987254e-03       7.513990e-04       3.910999e-03       1.692796e-01       5.660789e-03       3.456837e-02
     1094000       7.636048e-03       3.426313e-04       4.152517e-03       2.052896e-01       9.302171e-03       3.534641e-02
     1096000       7.699300e-03       4.736803e-04       4.356126e-03       1.895730e-01       7.631046e-03       3.721676e-02
     1098000       9.572795e-03       6.369412e-04       5.285346e-03       1.295822e-01       8.604470e-03       3.423414e-02
     1100000       1.073458e-02       6.104731e-04       5.915244e-03       2.764634e-01       7.547002e-03       3.973999e-02
     1102000       1.326153e-02       2.477638e-04       7.228278e-03       1.305602e-01       7.877152e-03       3.643733e-02
     1104000       8.791979e-03       6.029448e-04       4.397690e-03       1.419712e-01       8.005199e-03       3.472822e-02
     1106000       7.165647e-03       9.251122e-04       3.845513e-03       1.487706e-01       6.892565e-03       3.687430e-02
     1108000       7.155543e-03       4.523073e-04       4.037379e-03       1.939894e-01       7.884062e-03       3.208784e-02
     1110000       5.778107e-03       3.967912e-04       3.069850e-03       1.438794e-01       8.874134e-03       3.395096e-02
     1112000       5.810882e-03       5.630465e-04       3.092717e-03       1.762668e-01       9.930681e-03       3.433911e-02
     1114000       8.908843e-03       7.107301e-04       4.813516e-03       1.139847e-01       8.105069e-03       3.256190e-02
     1116000       6.227349e-03       5.387521e-04       3.702412e-03       2.173048e-01       4.753566e-03       3.890586e-02
     1118000       9.573543e-03       8.305020e-04       5.397597e-03       9.862427e-02       6.147489e-03       3.318120e-02
     1120000       5.488008e-03       7.225860e-04       3.172114e-03       1.933570e-01       8.888449e-03       3.707684e-02
     1122000       1.277838e-02       4.144712e-04       6.893723e-03       2.162800e-01       9.643316e-03       3.765159e-02
     1124000       8.150276e-03       5.038623e-04       4.693971e-03       1.620574e-01       7.289071e-03       3.597147e-02
     1126000       1.076663e-02       7.179522e-04       5.631203e-03       2.040372e-01       8.052391e-03       3.504263e-02
     1128000       1.085337e-02       7.381447e-04       6.087891e-03       1.834977e-01       4.522813e-03       3.769192e-02
     1130000       1.072313e-02       2.877880e-04       5.613315e-03       1.679942e-01       7.930923e-03       3.760029e-02
     1132000       9.083935e-03       5.055757e-04       4.881074e-03       1.402383e-01       9.400657e-03       3.550120e-02
     1134000       8.345364e-03       7.159579e-04       4.253171e-03       1.182266e-01       5.556622e-03       3.198115e-02
     1136000       6.395178e-03       5.076853e-04       3.304769e-03       1.415990e-01       1.021429e-02       3.466232e-02
     1138000       1.188895e-02       4.200049e-04       6.291539e-03       1.966556e-01       9.251861e-03       3.550805e-02
     1140000       9.882149e-03       5.183512e-04       5.282004e-03       2.697496e-01       7.204623e-03       3.728453e-02
     1142000       5.040178e-03       5.219660e-04       2.587332e-03       1.449731e-01       6.409508e-03       3.011967e-02
     1144000       1.027876e-02       6.302842e-04       5.813792e-03       1.565426e-01       9.077595e-03       3.565054e-02
     1146000       8.944519e-03       8.708638e-04       5.092602e-03       1.441110e-01       7.198633e-03       3.496480e-02
     1148000       7.938120e-03       5.368463e-04       4.452504e-03       1.365459e-01       9.821727e-03       3.800351e-02
     1150000       9.588119e-03       3.461991e-04       5.562524e-03       1.173096e-01       9.595308e-03       3.679982e-02
     1152000       8.050768e-03       8.397755e-04       4.342283e-03       1.758200e-01       7.125216e-03       3.823460e-02
     1154000       3.839592e-03       8.704506e-04       2.190446e-03       1.869532e-01       8.115230e-03       3.421913e-02
     1156000       7.513935e-03       7.598089e-04       4.080334e-03       2.024493e-01       5.043276e-03       4.002853e-02
     1158000       1.012407e-02       7.528878e-04       5.477678e-03       1.439594e-01       7.577777e-03       3.371971e-02
     1160000       6.557639e-03       5.475105e-04       3.729220e-03       1.043727e-01       8.868904e-03       3.176972e-02
     1162000       1.244567e-02       1.729028e-04       6.764031e-03       1.348459e-01       7.781923e-03       3.484529e-02
     1164000       1.364410e-02       3.517302e-04       7.238820e-03       1.616730e-01       8.607618e-03       3.551216e-02
     1166000       1.405270e-02       1.253968e-03       7.704829e-03       2.765516e-01       1.009142e-02       4.204604e-02
     1168000       1.517572e-02       7.060868e-04       8.046449e-03       1.349931e-01       8.282542e-03       3.816870e-02
     1170000       7.301122e-03       3.189407e-04       3.824408e-03       2.301567e-01       8.623746e-03       4.223526e-02
     1172000       1.498763e-02       6.841166e-04       8.328913e-03       1.869744e-01       8.409629e-03       3.947270e-02
     1174000       6.652272e-03       9.936103e-04       3.250861e-03       1.820860e-01       6.516228e-03       3.573602e-02
     1176000       1.338291e-02       2.100223e-04       6.706858e-03       1.556268e-01       6.745767e-03       3.838224e-02
     1178000       8.116490e-03       7.693710e-04       4.261360e-03       2.211002e-01       4.416921e-03       4.773846e-02
     1180000       1.108525e-02       1.136916e-03       6.157779e-03       1.846908e-01       8.545824e-03       4.221221e-02
     1182000       8.553011e-03       8.250376e-04       4.751730e-03       3.003802e-01       8.029934e-03       4.075389e-02
     1184000       1.541226e-02       4.477248e-04       7.993396e-03       1.591391e-01       7.968197e-03       3.897037e-02
     1186000       8.707270e-03       1.357698e-03       5.004422e-03       1.590513e-01       7.182146e-03       3.666000e-02
     1188000       1.011688e-02       1.013383e-03       5.450549e-03       2.490028e-01       8.694446e-03       4.263725e-02
     1190000       1.101502e-02       2.007695e-04       6.010050e-03       2.813292e-01       6.678399e-03       4.303443e-02
     1192000       9.452441e-03       6.460928e-04       5.408761e-03       1.821187e-01       8.235630e-03       3.810023e-02
     1194000       1.220088e-02       4.271027e-04       6.450865e-03       3.187788e-01       9.433152e-03       4.298892e-02
     1196000       1.447343e-02       2.818886e-04       8.026702e-03       2.026886e-01       5.845006e-03       3.830825e-02
     1198000       1.097237e-02       7.070864e-04       5.889219e-03       1.800302e-01       8.973421e-03       3.460478e-02
     1200000       9.552513e-03       5.343481e-04       5.109383e-03       1.921515e-01       9.216386e-03       3.867004e-02
     1202000       1.282507e-02       5.409014e-04       6.675507e-03       1.270877e-01       6.484886e-03       3.528102e-02
     1204000       9.153131e-03       2.552954e-04       5.096042e-03       1.369863e-01       9.545663e-03       3.328261e-02
     1206000       1.195259e-02       4.047111e-04       6.517386e-03       1.945493e-01       8.754914e-03       3.789699e-02
     1208000       8.116195e-03       1.976146e-04       4.528717e-03       1.228910e-01       6.754471e-03       3.404702e-02
     1210000       1.049759e-02       4.560007e-04       5.993888e-03       1.821675e-01       6.000985e-03       3.890129e-02
     1212000       9.078459e-03       5.947476e-04       5.228997e-03       1.453798e-01       6.548013e-03       3.411966e-02
     1214000       1.067771e-02       6.748722e-04       6.187414e-03       2.136131e-01       8.670282e-03       3.739940e-02
     1216000       8.240715e-03       4.117015e-04       4.623297e-03       1.696314e-01       9.305283e-03       3.474442e-02
     1218000       5.351418e-03       4.901777e-04       3.054217e-03       2.750821e-01       8.633943e-03       4.481751e-02
     1220000       1.393216e-02       4.506170e-04       7.498598e-03       1.810087e-01       7.212261e-03       3.867327e-02
     1222000       1.200597e-02       7.431388e-04       6.443960e-03       2.019731e-01       7.686827e-03       3.931732e-02
     1224000       1.266834e-02       5.026725e-04       7.096720e-03       1.978482e-01       8.320742e-03       3.638958e-02
     1226000       9.450487e-03       5.304012e-04       5.399812e-03       1.860407e-01       5.767100e-03       3.674363e-02
     1228000       1.506156e-02       9.101544e-04       8.266373e-03       1.998602e-01       8.524871e-03       3.811072e-02
     1230000       9.438821e-03       5.561220e-04       5.357244e-03       1.315543e-01       7.786874e-03       3.599761e-02
     1232000       1.124729e-02       9.214404e-04       6.527586e-03       1.457190e-01       5.342684e-03       3.611842e-02
     1234000       5.565952e-03       1.048131e-03       3.263609e-03       1.242722e-01       8.347723e-03       3.109352e-02
     1236000       1.315841e-02       5.022337e-04       7.629841e-03       1.852102e-01       6.543960e-03       3.857835e-02
     1238000       1.103585e-02       1.021541e-03       5.948664e-03       2.273574e-01       8.385856e-03       4.291376e-02
     1240000       6.899056e-03       6.123199e-04       3.607462e-03       1.387462e-01       5.915630e-03       3.508974e-02
     1242000       6.159945e-03       5.100031e-04       3.309522e-03       1.054264e-01       6.087246e-03       3.346565e-02
     1244000       9.685304e-03       7.075298e-04       5.253929e-03       1.251969e-01       8.308440e-03       3.512343e-02
     1246000       1.062955e-02       6.534432e-04       5.078707e-03       1.966155e-01       6.865083e-03       3.953160e-02
     1248000       1.387840e-02       4.891749e-04       7.748288e-03       1.713797e-01       6.438680e-03       3.747110e-02
     1250000       1.493278e-02       4.313463e-04       8.402416e-03       2.601740e-01       8.341915e-03       3.738003e-02
     1252000       1.153305e-02       2.545837e-04       6.503139e-03       2.130907e-01       9.237403e-03       4.105261e-02
     1254000       1.392183e-02       5.773977e-04       7.503391e-03       1.703723e-01       9.883950e-03       3.727458e-02
     1256000       1.449832e-02       6.289181e-04       7.938201e-03       1.139311e-01       4.581435e-03       3.805254e-02
     1258000       7.575760e-03       6.793389e-04       4.386866e-03       1.554718e-01       9.632844e-03       3.463836e-02
     1260000       1.020405e-02       3.727000e-04       5.466048e-03       2.105372e-01       9.972305e-03       3.847859e-02
     1262000       7.959771e-03       7.047397e-04       4.193838e-03       1.324385e-01       7.643816e-03       3.571956e-02
     1264000       9.539651e-03       7.030012e-04       5.358751e-03       2.240209e-01       5.963812e-03       3.852502e-02
     1266000       8.419252e-03       2.598800e-04       4.806217e-03       1.340298e-01       8.778090e-03       3.488090e-02
     1268000       1.422013e-02       8.438257e-04       7.974065e-03       2.360377e-01       4.392046e-03       4.204347e-02
     1270000       1.600413e-02       3.144953e-04       8.574371e-03       1.649579e-01       7.627509e-03       4.080552e-02
     1272000       1.361761e-02       3.508071e-04       7.604565e-03       1.269163e-01       8.771772e-03       3.667861e-02
     1274000       1.230248e-02       3.875531e-04       6.904991e-03       1.432028e-01       8.655422e-03       3.589711e-02
     1276000       1.277912e-02       7.912530e-04       7.107752e-03       1.383773e-01       7.908524e-03       3.568186e-02
     1278000       1.257334e-02       3.120670e-04       7.200545e-03       1.516506e-01       4.242059e-03       3.658164e-02
     1280000       1.054347e-02       1.010324e-03       5.705759e-03       1.960251e-01       1.001376e-02       3.696946e-02
     1282000       1.507687e-02       5.272080e-04       8.384332e-03       1.421091e-01       8.098114e-03       3.991451e-02
     1284000       1.261060e-02       9.092722e-04       6.718656e-03       1.417849e-01       7.022749e-03       3.840051e-02
     1286000       9.908802e-03       5.068119e-04       5.570237e-03       1.711716e-01       5.529706e-03       3.779020e-02
     1288000       1.315044e-02       3.398156e-04       7.484303e-03       2.003864e-01       6.395449e-03       3.581247e-02
     1290000       1.268182e-02       5.660082e-04       7.120052e-03       2.255238e-01       7.362937e-03       4.038238e-02
     1292000       1.332605e-02       5.124761e-04       6.962854e-03       1.696625e-01       5.710533e-03       3.482309e-02
     1294000       1.036029e-02       3.789313e-04       5.813489e-03       1.104614e-01       8.595172e-03       3.410408e-02
     1296000       1.013221e-02       9.869735e-04       5.555846e-03       1.941591e-01       7.743378e-03       3.794918e-02
     1298000       8.204452e-03       6.142177e-04       4.622983e-03       1.943923e-01       1.062200e-02       3.771976e-02
     1300000       9.198798e-03       1.222507e-03       5.151143e-03       2.034891e-01       9.307351e-03       4.337289e-02
     1302000       1.286043e-02       8.758033e-04       6.818844e-03       1.223283e-01       7.785507e-03       3.605393e-02
     1304000       7.696880e-03       5.480451e-04       4.370271e-03       2.685944e-01       6.112587e-03       4.170766e-02
     1306000       1.051173e-02       5.781113e-04       5.885499e-03       1.409365e-01       5.841480e-03       3.575374e-02
     1308000       1.065861e-02       9.545705e-04       5.737894e-03       1.853554e-01       8.823279e-03       3.755510e-02
     1310000       6.784503e-03       8.162677e-04       3.977770e-03       1.972296e-01       8.685436e-03       3.768395e-02
     1312000       9.604065e-03       6.317310e-04       4.993187e-03       1.760803e-01       6.993954e-03       3.397242e-02
     1314000       8.206443e-03       1.090016e-03       4.538204e-03       3.139399e-01       7.821844e-03       4.075278e-02
     1316000       1.322387e-02       5.760034e-04       6.737859e-03       2.270028e-01       8.418991e-03       4.211441e-02
     1318000       7.394277e-03       4.555515e-04       3.986815e-03       1.544464e-01       8.844721e-03       3.729220e-02
     1320000       1.354868e-02       4.744963e-04       7.218376e-03       1.773865e-01       7.335348e-03       3.778575e-02
     1322000       7.668329e-03       8.247698e-05       4.118303e-03       1.534912e-01       7.596497e-03       3.571877e-02
     1324000       9.320432e-03       5.545713e-04       5.122003e-03       1.208066e-01       6.415894e-03       3.331078e-02
     1326000       6.139437e-03       9.463369e-04       3.049346e-03       2.367144e-01       6.458524e-03       4.518230e-02
     1328000       1.417621e-02       7.927989e-04       7.993742e-03       1.986037e-01       8.108802e-03       3.718631e-02
     1330000       1.116488e-02       7.620893e-04       5.891073e-03       2.099822e-01       1.015252e-02       3.898942e-02
     1332000       1.298154e-02       6.265892e-04       6.797291e-03       1.556725e-01       7.898984e-03       3.750371e-02
     1334000       1.120893e-02       9.081983e-04       6.515510e-03       1.416759e-01       7.099844e-03       3.815245e-02
     1336000       1.133720e-02       8.501254e-04       5.983304e-03       1.389789e-01       6.504523e-03       3.507018e-02
     1338000       1.548537e-02       9.464420e-04       8.846520e-03       1.711586e-01       9.340600e-03       3.991068e-02
     1340000       1.012887e-02       5.694276e-04       5.524547e-03       1.447214e-01       7.412827e-03       3.782683e-02
     1342000       1.120109e-02       4.536599e-04       6.061109e-03       1.816198e-01       8.051007e-03       3.634767e-02
     1344000       1.065889e-02       6.190105e-04       5.733143e-03       1.563560e-01       9.588326e-03       3.750030e-02
     1346000       1.562879e-02       8.548956e-04       8.447264e-03       1.438227e-01       1.027067e-02       3.696615e-02
     1348000       1.066941e-02       6.923122e-04       5.700397e-03       1.320301e-01       7.207626e-03       3.371661e-02
     1350000       1.124607e-02       1.037733e-03       6.245040e-03       1.539031e-01       6.349329e-03       3.414590e-02
     1352000       1.530755e-02       4.873314e-04       8.424575e-03       1.299477e-01       9.710233e-03       3.594910e-02
     1354000       9.380168e-03       7.141072e-04       4.884947e-03       1.687074e-01       9.158187e-03       3.803564e-02
     1356000       7.704583e-03       4.118486e-04       4.014121e-03       2.974425e-01       8.288761e-03       4.450736e-02
     1358000       8.077905e-03       8.644318e-04       4.570833e-03       1.588634e-01       7.189270e-03       3.552820e-02
     1360000       1.374253e-02       1.063854e-03       7.696029e-03       1.522728e-01       8.620032e-03       4.126608e-02
     1362000       1.149625e-02       6.531923e-04       6.345618e-03       1.967471e-01       6.833524e-03       3.419717e-02
     1364000       1.474906e-02       6.265736e-04       7.616207e-03       2.050946e-01       8.094283e-03       3.850849e-02
     1366000       1.468601e-02       8.145500e-04       7.271154e-03       1.875780e-01       5.668845e-03       4.035911e-02
     1368000       1.533887e-02       5.805076e-04       8.608545e-03       2.064317e-01       6.186248e-03       4.205356e-02
     1370000       9.844616e-03       4.197873e-04       5.102237e-03       1.527381e-01       9.283600e-03       3.655553e-02
     1372000       1.324087e-02       1.900803e-04       7.545774e-03       1.570891e-01       7.751864e-03       3.886687e-02
     1374000       5.559229e-03       1.355376e-03       2.917629e-03       4.649829e-01       9.125676e-03       4.369529e-02
     1376000       1.261312e-02       9.000125e-04       6.947219e-03       1.856993e-01       7.762294e-03       3.657578e-02
     1378000       1.288481e-02       3.622979e-04       7.088843e-03       1.241153e-01       8.239108e-03       3.317191e-02
     1380000       9.479954e-03       8.583055e-04       5.075135e-03       1.563398e-01       6.960383e-03       3.756236e-02
     1382000       5.933182e-03       2.218954e-04       3.132117e-03       1.430239e-01       7.638206e-03       3.498711e-02
     1384000       9.917076e-03       5.509895e-04       5.590661e-03       1.694662e-01       9.674114e-03       4.084631e-02
     1386000       1.139745e-02       5.506206e-04       6.081049e-03       1.914602e-01       8.203834e-03       3.941406e-02
     1388000       1.260060e-02       8.860044e-04       6.877854e-03       1.662425e-01       8.485028e-03       3.986555e-02
     1390000       1.517724e-02       8.796851e-04       8.590716e-03       2.405488e-01       9.330328e-03       4.535714e-02
     1392000       6.314968e-03       1.111958e-03       3.356408e-03       2.061516e-01       8.574891e-03       3.405771e-02
     1394000       3.366771e-03       2.366290e-04       1.679379e-03       1.551230e-01       7.864931e-03       3.061745e-02
     1396000       1.020760e-02       5.776806e-04       5.460966e-03       1.950232e-01       6.032121e-03       3.706641e-02
     1398000       1.420525e-02       2.311476e-04       7.856290e-03       1.716062e-01       7.966446e-03       4.200109e-02
     1400000       1.193106e-02       8.234318e-04       6.659927e-03       2.351229e-01       6.491278e-03       4.155090e-02
     1402000       7.308353e-03       4.693356e-04       4.054917e-03       1.467917e-01       8.770721e-03       3.117950e-02
     1404000       1.170695e-02       7.549013e-04       6.501864e-03       1.402387e-01       8.294870e-03       3.724565e-02
     1406000       9.369683e-03       5.130219e-04       5.334789e-03       1.158998e-01       6.258886e-03       3.510777e-02
     1408000       1.509117e-02       1.519733e-04       8.649235e-03       1.869427e-01       7.691216e-03       3.856176e-02
     1410000       1.477376e-02       6.104494e-04       8.010406e-03       1.537900e-01       8.080528e-03       3.873568e-02
     1412000       6.352307e-03       2.375085e-04       3.239029e-03       1.314029e-01       8.596494e-03       3.618992e-02
