#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
     2110000       1.173159e-02       6.891495e-04       6.123886e-03       1.979191e-01       5.547320e-03       3.925986e-02
     2112000       8.911293e-03       3.262691e-05       5.063817e-03       1.741800e-01       7.994092e-03       3.673361e-02
     2114000       1.635192e-02       4.070689e-04       9.174984e-03       3.930232e-01       9.662526e-03       4.537272e-02
     2116000       1.395785e-02       4.879676e-04       7.631956e-03       1.802377e-01       9.063982e-03       3.640567e-02
     2118000       9.656910e-03       5.104303e-04       5.188634e-03       1.964966e-01       6.423845e-03       3.780931e-02
     2120000       8.835174e-03       7.709509e-04       5.162490e-03       2.078031e-01       9.509386e-03       3.606847e-02
     2122000       1.290611e-02       7.050951e-04       6.872068e-03       1.851631e-01       7.179406e-03       4.015752e-02
     2124000       1.115512e-02       6.211204e-04       6.343321e-03       2.691506e-01       6.215690e-03       4.072962e-02
     2126000       1.125135e-02       8.074116e-04       6.417156e-03       2.470184e-01       1.026504e-02       4.809648e-02
     2128000       1.215102e-02       4.673941e-04       6.413659e-03       3.296484e-01       9.129310e-03       4.296023e-02
     2130000       7.783372e-03       8.352677e-04       4.298963e-03       1.707451e-01       7.124691e-03       3.723767e-02
     2132000       1.015259e-02       6.846389e-04       5.646069e-03       2.230954e-01       8.806380e-03       4.013018e-02
     2134000       6.650378e-03       6.191814e-04       3.555713e-03       2.022309e-01       9.190612e-03       4.062920e-02
     2136000       1.462125e-02       1.059178e-03       8.146148e-03       1.932271e-01       9.778045e-03       4.017502e-02
     2138000       9.077536e-03       7.425152e-04       4.782094e-03       2.753214e-01       6.935086e-03       4.485914e-02
     2140000       1.010871e-02       1.437798e-03       5.784176e-03       2.046871e-01       9.463469e-03       4.270721e-02
     2142000       1.651056e-02       5.401722e-04       8.985475e-03       2.488327e-01       7.225630e-03       4.041129e-02
     2144000       1.506514e-02       1.090865e-03       8.658568e-03       2.203576e-01       6.427540e-03       4.122375e-02
     2146000       8.752792e-03       4.190828e-04       4.611767e-03       1.752218e-01       9.718475e-03       3.703454e-02
     2148000       1.590437e-02       5.405976e-04       8.907403e-03       1.449802e-01       7.321177e-03       3.791003e-02
     2150000       1.227757e-02       9.129056e-04       7.044456e-03       2.558591e-01       9.127639e-03       4.059978e-02
     2152000       1.496855e-02       5.421081e-04       8.521024e-03       1.546395e-01       6.874832e-03       3.890731e-02
     2154000       1.353794e-02       6.432080e-04       7.571915e-03       1.754642e-01       8.471449e-03       4.360181e-02
     2156000       1.167721e-02       6.190902e-04       6.715161e-03       2.499576e-01       9.244992e-03       4.182074e-02
     2158000       1.340083e-02       7.082767e-04       7.283465e-03       1.472781e-01       7.677207e-03       3.702605e-02
     2160000       1.352640e-02       9.718655e-04       7.479512e-03       2.123884e-01       6.034177e-03       3.694538e-02
     2162000       1.022392e-02       7.411404e-04       5.653564e-03       1.547388e-01       6.307797e-03       3.531395e-02
     2164000       1.031677e-02       6.511972e-04       5.527576e-03       2.111362e-01       5.629921e-03       3.651046e-02
     2166000       9.203076e-03       2.044312e-04       4.924652e-03       1.494506e-01       1.005251e-02       3.485343e-02
     2168000       1.443002e-02       8.183538e-05       7.905079e-03       1.690090e-01       6.758758e-03       3.571366e-02
     2170000       1.113043e-02       4.318714e-04       6.023951e-03       1.563885e-01       7.107544e-03       3.552662e-02
     2172000       1.193580e-02       5.131706e-04       6.203857e-03       1.827199e-01       6.550893e-03       3.927860e-02
     2174000       1.428203e-02       5.858874e-04       7.472436e-03       1.608098e-01       7.682372e-03       4.090428e-02
     2176000       1.225366e-02       5.610915e-04       7.013891e-03       1.513231e-01       1.000783e-02       3.781872e-02
     2178000       1.284591e-02       5.574474e-04       7.098214e-03       1.419790e-01       5.344440e-03       3.420088e-02
     2180000       7.470826e-03       4.016625e-04       3.881921e-03       1.510414e-01       7.685591e-03       3.651499e-02
     2182000       1.434987e-02       6.001362e-04       7.858304e-03       1.900882e-01       8.640293e-03       4.538013e-02
     2184000       1.626907e-02       4.358232e-04       9.048800e-03       1.313135e-01       8.189119e-03       3.740351e-02
     2186000       1.506596e-02       3.220078e-04       8.575620e-03       1.496275e-01       8.189763e-03       4.005327e-02
     2188000       1.176481e-02       3.374421e-04       6.469792e-03       1.843502e-01       9.187130e-03       3.956079e-02
     2190000       1.325734e-02       6.333577e-04       7.642166e-03       1.847376e-01       9.059117e-03       3.789614e-02
     2192000       1.311704e-02       2.534889e-04       7.296153e-03       1.665769e-01       6.140537e-03       3.571122e-02
     2194000       1.480641e-02       4.161400e-04       8.216785e-03       1.865761e-01       7.602555e-03       3.974471e-02
     2196000       1.387922e-02       5.487711e-04       7.294150e-03       1.313459e-01       8.193099e-03       3.430239e-02
     2198000       1.471504e-02       7.137186e-04       8.315026e-03       1.560723e-01       8.884160e-03       3.693698e-02
     2200000       1.601729e-02       2.789955e-04       9.080500e-03       1.594002e-01       7.832997e-03       3.977842e-02
     2202000       1.087265e-02       9.099829e-04       6.080222e-03       1.539321e-01       7.875950e-03       3.401752e-02
     2204000       1.260728e-02       6.385667e-04       6.790006e-03       1.586516e-01       5.598731e-03       3.505565e-02
     2206000       7.096990e-03       5.939582e-04       3.902159e-03       1.717279e-01       5.043921e-03       3.514439e-02
     2208000       1.444061e-02       6.866258e-04       7.946096e-03       2.168943e-01       6.624720e-03       3.979053e-02
     2210000       1.203799e-02       7.152343e-04       6.448098e-03       2.870591e-01       9.777535e-03       4.411328e-02
     2212000       1.285264e-02       3.199757e-04       7.267636e-03       1.313136e-01       6.605738e-03       3.794241e-02
     2214000       1.360041e-02       9.670576e-04       7.141757e-03       3.068833e-01       6.529297e-03       3.807503e-02
     2216000       1.268129e-02       7.663622e-04       7.261942e-03       1.368210e-01       6.981318e-03       3.445497e-02
     2218000       1.145374e-02       5.940484e-04       6.280352e-03       1.798478e-01       9.255222e-03       3.875838e-02
     2220000       1.012885e-02       9.071502e-04       5.870110e-03       1.294997e-01       6.464773e-03       3.463118e-02
     2222000       1.287696e-02       2.383562e-04       7.033226e-03       1.354295e-01       7.125734e-03       3.372019e-02
     2224000       1.644292e-02       5.530036e-04       9.384134e-03       1.389325e-01       8.177871e-03       3.664286e-02
     2226000       1.380486e-02       8.948896e-04       7.851754e-03       1.604044e-01       9.086274e-03       3.563246e-02
     2228000       1.094791e-02       3.958334e-04       6.301549e-03       1.350973e-01       7.489843e-03       3.358986e-02
     2230000       1.472202e-02       4.739674e-04       8.083464e-03       1.443362e-01       6.829359e-03       3.723896e-02
     2232000       1.200153e-02       4.888507e-04       6.674965e-03       1.837377e-01       8.223168e-03       4.092488e-02
     2234000       6.098694e-03       8.336680e-04       3.241905e-03       3.073774e-01       8.840231e-03       3.915031e-02
     2236000       1.404919e-02       6.326470e-04       7.424088e-03       1.672699e-01       7.554549e-03       3.664501e-02
     2238000       1.259731e-02       4.461269e-04       6.950731e-03       1.479878e-01       8.266031e-03       3.723334e-02
     2240000       1.388769e-02       1.957787e-04       7.421613e-03       2.282700e-01       8.324101e-03       3.745845e-02
     2242000       1.312853e-02       8.575139e-05       6.719124e-03       1.952087e-01       7.138801e-03       3.877768e-02
     2244000       1.116460e-02       7.227423e-04       6.446918e-03       1.263773e-01       8.220090e-03       3.604676e-02
     2246000       1.089346e-02       9.435032e-04       5.562812e-03       2.247351e-01       7.220813e-03       3.943188e-02
     2248000       1.001743e-02       6.869266e-04       4.927500e-03       1.608501e-01       5.423434e-03       3.870531e-02
     2250000       9.074779e-03       5.605836e-04       4.987716e-03       2.420644e-01       8.024681e-03       4.583930e-02
     2252000       1.349501e-02       5.187937e-04       7.008014e-03       3.407230e-01       8.347208e-03       4.481026e-02
     2254000       1.709434e-02       4.993085e-04       9.295245e-03       1.941473e-01       7.887817e-03       4.086509e-02
     2256000       1.395226e-02       3.995499e-04       7.272478e-03       1.612655e-01       7.274824e-03       3.448061e-02
     2258000       1.237180e-02       7.830174e-04       6.564027e-03       1.622283e-01       9.578535e-03       3.485556e-02
     2260000       1.063948e-02       6.174737e-04       5.792723e-03       1.757143e-01       7.668342e-03       3.813865e-02
     2262000       9.630678e-03       6.927336e-04       5.298628e-03       2.136915e-01       7.126601e-03       4.006415e-02
     2264000       1.092714e-02       6.480006e-04       5.759527e-03       1.425974e-01       7.959369e-03       3.426600e-02
     2266000       7.587947e-03       3.798630e-04       4.024607e-03       1.112260e-01       8.649446e-03       3.397496e-02
     2268000       1.494592e-02       1.009025e-03       8.616181e-03       1.927920e-01       7.997740e-03       4.570059e-02
     2270000       9.683547e-03       5.779205e-04       5.285454e-03       1.635464e-01       7.573415e-03       4.174004e-02
     2272000       1.486142e-02       7.469821e-04       8.114346e-03       1.576504e-01       7.066796e-03       3.961895e-02
     2274000       1.031267e-02       8.575134e-04       5.631763e-03       1.392541e-01       9.777368e-03       3.623123e-02
     2276000       1.316475e-02       8.484519e-04       7.405228e-03       1.509605e-01       8.106079e-03       3.851726e-02
     2278000       1.269596e-02       8.849869e-04       7.326747e-03       1.671667e-01       6.593716e-03       3.935830e-02
     2280000       1.163813e-02       2.796574e-04       6.386046e-03       1.783897e-01       7.152745e-03       3.611128e-02
     2282000       1.252357e-02       5.964818e-04       6.535790e-03       2.424252e-01       6.215876e-03       3.991596e-02
     2284000       1.403578e-02       6.602696e-04       7.199165e-03       1.856164e-01       7.198607e-03       3.758345e-02
     2286000       1.296521e-02       7.178173e-04       7.132202e-03       2.508282e-01       8.195485e-03       4.573162e-02
     2288000       1.218675e-02       8.676641e-04       6.791599e-03       1.714073e-01       8.017131e-03       3.890104e-02
     2290000       6.275550e-03       9.181253e-04       3.569989e-03       1.349629e-01       6.097579e-03       3.656364e-02
     2292000       1.358421e-02       5.829054e-04       7.154344e-03       2.116645e-01       3.794876e-03       4.066740e-02
     2294000       1.364890e-02       2.887154e-04       7.349133e-03       1.384943e-01       7.623226e-03       4.042685e-02
     2296000       1.065703e-02       4.915189e-04       5.645454e-03       1.897623e-01       6.906227e-03       3.878815e-02
     2298000       9.866417e-03       7.969202e-04       5.705678e-03       1.511136e-01       6.961594e-03       3.802550e-02
     2300000       1.076924e-02       1.028082e-03       5.554617e-03       2.213456e-01       8.476178e-03       4.048896e-02
     2302000       1.015165e-02       3.721189e-04       5.478946e-03       1.975075e-01       8.301999e-03       3.874607e-02
     2304000       1.163287e-02       5.680197e-04       6.565122e-03       1.607143e-01       8.148015e-03       3.415542e-02
     2306000       1.239540e-02       5.877081e-04       6.615100e-03       1.727377e-01       7.998001e-03       3.401667e-02
     2308000       1.007832e-02       5.961448e-04       5.524256e-03       1.284286e-01       7.592329e-03       3.394029e-02
     2310000       8.868622e-03       6.664257e-04       4.786098e-03       1.687052e-01       1.029803e-02       3.472808e-02
     2312000       1.208109e-02       7.215684e-04       6.448500e-03       2.226811e-01       8.535232e-03       3.752081e-02
     2314000       1.404979e-02       5.590220e-04       7.626835e-03       1.511868e-01       7.144145e-03       3.526741e-02
     2316000       1.783473e-02       5.443055e-04       1.013027e-02       2.578682e-01       9.515547e-03       4.527244e-02
     2318000       1.198428e-02       8.501133e-04       6.746097e-03       1.335984e-01       9.031376e-03       3.489945e-02
     2320000       1.230106e-02       4.167253e-04       6.949732e-03       1.661566e-01       7.394668e-03       3.819366e-02
     2322000       1.307218e-02       5.844327e-04       7.391204e-03       1.598263e-01       7.183053e-03       3.885061e-02
     2324000       1.538581e-02       5.913165e-04       8.197517e-03       1.956435e-01       8.240840e-03       4.092930e-02
     2326000       1.641129e-02       3.519471e-04       8.732620e-03       1.810131e-01       6.207590e-03       3.823570e-02
     2328000       1.751660e-02       4.775155e-04       9.502817e-03       1.960978e-01       7.980410e-03       4.016193e-02
     2330000       1.589702e-02       1.464542e-03       8.894983e-03       2.429801e-01       5.987232e-03       4.424377e-02
     2332000       1.302193e-02       6.453641e-04       7.298086e-03       1.217027e-01       6.905821e-03       3.680716e-02
     2334000       1.179546e-02       8.819905e-04       6.279416e-03       1.692267e-01       5.808703e-03       3.671858e-02
     2336000       1.353477e-02       9.480029e-04       7.524919e-03       1.381179e-01       9.646804e-03       3.701741e-02
     2338000       1.135692e-02       7.265627e-04       6.011822e-03       1.524318e-01       6.659864e-03       3.693090e-02
     2340000       9.776844e-03       3.882267e-04       5.402272e-03       1.501305e-01       8.427540e-03       3.589147e-02
     2342000       1.261849e-02       3.757838e-04       7.308384e-03       1.587367e-01       9.281402e-03       3.735769e-02
     2344000       1.283936e-02       9.664640e-04       7.351287e-03       1.422189e-01       9.406924e-03       3.448611e-02
     2346000       1.527689e-02       1.234639e-04       7.881520e-03       1.388599e-01       7.590108e-03       3.712539e-02
     2348000       1.640927e-02       4.566062e-04       8.926779e-03       1.598135e-01       6.901670e-03       4.021635e-02
     2350000       1.029704e-02       7.024754e-04       5.529873e-03       2.129659e-01       7.492162e-03       3.738039e-02
     2352000       9.001804e-03       5.444459e-04       5.198117e-03       2.483449e-01       6.322781e-03       4.176251e-02
     2354000       1.092206e-02       4.228050e-04       6.002895e-03       1.692578e-01       7.365565e-03       3.923893e-02
     2356000       1.295747e-02       3.130583e-04       7.148443e-03       2.185008e-01       8.788710e-03       3.736494e-02
     2358000       9.726016e-03       3.661909e-04       5.115497e-03       1.147158e-01       8.170326e-03       3.549329e-02
     2360000       9.443760e-03       8.207229e-04       5.036808e-03       1.726353e-01       9.032160e-03       3.590313e-02
     2362000       7.149727e-03       7.639951e-04       3.908538e-03       1.630616e-01       5.778191e-03       3.531747e-02
     2364000       1.360557e-02       8.348040e-04       7.878748e-03       2.033484e-01       9.398890e-03       3.972247e-02
     2366000       1.103793e-02       4.425379e-04       6.248391e-03       2.129032e-01       7.134962e-03       4.502424e-02
     2368000       1.292646e-02       7.155258e-04       7.429460e-03       1.643531e-01       7.520376e-03       4.085866e-02
     2370000       1.140079e-02       2.916289e-04       6.304145e-03       1.436036e-01       8.220312e-03       3.328698e-02
     2372000       1.228505e-02       2.225155e-04       6.683742e-03       1.710018e-01       7.914378e-03       3.582758e-02
     2374000       1.518557e-02       4.440822e-04       8.695340e-03       1.281961e-01       8.109632e-03       3.582225e-02
     2376000       1.235410e-02       6.655616e-04       6.573694e-03       2.242792e-01       7.531919e-03       3.741607e-02
     2378000       1.081951e-02       4.954199e-04       5.801883e-03       1.657320e-01       6.852081e-03       3.625551e-02
     2380000       1.441898e-02       6.910438e-04       8.184445e-03       3.312966e-01       8.606827e-03       4.596035e-02
     2382000       1.107755e-02       8.691266e-04       6.222652e-03       1.531017e-01       5.542626e-03       3.892816e-02
     2384000       1.529777e-02       2.474996e-04       8.517480e-03       1.515464e-01       5.018633e-03       3.838500e-02
     2386000       1.313508e-02       5.386019e-04       7.200765e-03       1.626695e-01       6.918831e-03       3.923256e-02
     2388000       1.182311e-02       5.176721e-04       6.635739e-03       1.420601e-01       7.948892e-03       3.824613e-02
     2390000       1.098681e-02       4.975627e-04       5.618669e-03       1.611643e-01       9.414318e-03       3.586805e-02
     2392000       1.150072e-02       4.730026e-04       6.314793e-03       1.702525e-01       8.288475e-03       3.568649e-02
     2394000       1.255504e-02       2.063202e-04       7.175031e-03       1.624463e-01       9.697879e-03       3.867351e-02
     2396000       1.412929e-02       4.763087e-04       7.633410e-03       1.819091e-01       6.748356e-03       3.861910e-02
     2398000       1.318832e-02       2.386591e-04       7.105660e-03       1.358946e-01       8.032996e-03       3.742621e-02
     2400000       1.572256e-02       1.063273e-03       8.926617e-03       2.017801e-01       8.662597e-03       4.078405e-02
     2402000       1.220584e-02       3.893025e-04       5.780652e-03       1.687900e-01       6.022437e-03       3.994307e-02
     2404000       1.102701e-02       5.101621e-04       5.972383e-03       2.171844e-01       7.168304e-03       3.851733e-02
     2406000       1.269634e-02       5.097092e-04       6.990712e-03       1.637318e-01       6.790439e-03       3.983650e-02
     2408000       1.103692e-02       5.606980e-04       6.185819e-03       1.827079e-01       6.316380e-03       4.217043e-02
     2410000       1.086565e-02       7.518271e-05       6.075400e-03       1.462289e-01       6.232425e-03       3.899373e-02
     2412000       1.251704e-02       1.153020e-03       6.667304e-03       1.846514e-01       5.893065e-03       4.051397e-02
     2414000       1.320848e-02       5.742035e-04       7.178970e-03       1.677281e-01       6.271182e-03       4.013438e-02
     2416000       1.403600e-02       7.410164e-04       7.802410e-03       1.157556e-01       8.955164e-03       3.469275e-02
     2418000       1.452936e-02       2.374869e-04       8.175368e-03       1.370037e-01       6.404281e-03       3.662122e-02
     2420000       1.367479e-02       7.527895e-04       7.229452e-03       1.450061e-01       5.949696e-03       3.568334e-02
     2422000       1.251562e-02       3.617669e-04       6.905354e-03       1.691371e-01       8.528249e-03       3.555271e-02
     2424000       1.083816e-02       6.995960e-04       5.927548e-03       1.266087e-01       1.193175e-02       3.560629e-02
     2426000       1.675913e-02       4.466164e-04       9.128641e-03       1.549335e-01       8.345819e-03       3.981118e-02
     2428000       9.142686e-03       9.195145e-04       4.884728e-03       2.620194e-01       5.246405e-03       3.835365e-02
     2430000       1.317721e-02       7.636544e-04       7.126121e-03       1.864820e-01       8.982688e-03       3.942519e-02
     2432000       1.242110e-02       6.313520e-04       6.766771e-03       1.278982e-01       9.816345e-03       3.586218e-02
     2434000       1.064071e-02       4.972416e-04       6.049563e-03       1.010606e-01       8.999759e-03       3.287640e-02
     2436000       1.341303e-02       3.502518e-04       7.364456e-03       1.282859e-01       5.418194e-03       3.464999e-02
     2438000       1.277452e-02       7.020605e-04       7.225321e-03       1.662537e-01       7.280731e-03       3.448920e-02
     2440000       9.668878e-03       7.262201e-04       5.361879e-03       1.279549e-01       9.526560e-03       3.571044e-02
     2442000       1.155145e-02       3.456960e-04       6.212423e-03       1.244551e-01       7.506306e-03       3.335065e-02
     2444000       1.708152e-02       2.671777e-04       9.298463e-03       1.852776e-01       9.115593e-03       4.316326e-02
     2446000       1.322034e-02       4.476231e-04       7.128835e-03       1.908514e-01       7.334835e-03       3.698471e-02
     2448000       8.021669e-03       3.849927e-04       4.350918e-03       1.495209e-01       9.520387e-03       3.446186e-02
     2450000       1.183867e-02       5.708081e-04       6.736585e-03       2.077435e-01       6.973689e-03       3.866220e-02
     2452000       1.018905e-02       9.056883e-04       5.784343e-03       1.745114e-01       5.131638e-03       3.546516e-02
     2454000       9.952450e-03       4.076995e-04       5.491615e-03       1.407255e-01       8.832380e-03       3.522464e-02
     2456000       1.749482e-02       2.479948e-04       9.452940e-03       1.701361e-01       6.922771e-03       3.589705e-02
     2458000       1.484256e-02       2.313467e-04       7.936621e-03       1.740871e-01       8.340846e-03       3.729409e-02
     2460000       1.818931e-02       3.629961e-04       9.803178e-03       1.413009e-01       7.990582e-03       3.542175e-02
     2462000       1.320232e-02       6.570251e-04       7.186798e-03       1.508449e-01       8.448361e-03       3.811218e-02
     2464000       1.245048e-02       4.088287e-04       6.902416e-03       1.821176e-01       6.005468e-03       3.548486e-02
     2466000       8.454932e-03       6.604701e-04       4.705648e-03       1.036588e-01       9.571146e-03       3.248012e-02
     2468000       1.363675e-02       3.406308e-04       7.468416e-03       1.605424e-01       9.079235e-03       3.737209e-02
     2470000       1.265478e-02       2.116464e-04       6.609325e-03       1.256293e-01       6.922289e-03       3.551798e-02
     2472000       8.485647e-03       5.730500e-04       4.915724e-03       1.667884e-01       5.798364e-03       3.348213e-02
     2474000       1.256724e-02       9.638225e-04       6.709439e-03       1.530923e-01       9.232677e-03       3.662977e-02
     2476000       1.129942e-02       4.871526e-04       6.054211e-03       1.710917e-01       7.802798e-03       3.725969e-02
     2478000       1.495060e-02       8.117502e-04       8.460607e-03       1.545747e-01       9.338693e-03       3.863890e-02
     2480000       6.514261e-03       7.102365e-04       2.713816e-03       1.790379e-01       7.788272e-03       4.426838e-02
     2482000       1.425770e-02       2.257713e-04       7.500841e-03       1.672364e-01       9.352691e-03       4.085537e-02
     2484000       1.444232e-02       1.017929e-03       7.637071e-03       2.289166e-01       8.873710e-03       4.593355e-02
     2486000       1.092680e-02       8.856294e-04       5.823519e-03       1.267588e-01       6.552260e-03       3.429931e-02
     2488000       1.105716e-02       6.155827e-04       6.391580e-03       1.533290e-01       8.397371e-03       3.441130e-02
     2490000       8.986253e-03       6.025203e-04       5.028270e-03       1.276709e-01       8.227820e-03       3.165781e-02
     2492000       1.212833e-02       3.016944e-04       6.127381e-03       1.308697e-01       9.314427e-03       3.290793e-02
     2494000       1.049262e-02       4.456584e-04       5.618139e-03       2.093772e-01       7.987226e-03       3.700941e-02
     2496000       8.810763e-03       4.863865e-04       4.785386e-03       1.735287e-01       9.550054e-03       3.740486e-02
     2498000       1.161596e-02       7.297825e-04       6.527963e-03       1.469835e-01       8.264199e-03       3.480186e-02
     2500000       1.369536e-02       4.671727e-04       7.270277e-03       1.253580e-01       6.804018e-03       3.475927e-02
     2502000       1.040684e-02       5.210004e-04       5.632659e-03       1.095604e-01       9.164286e-03       3.297046e-02
     2504000       1.648438e-02       7.307684e-04       9.128426e-03       1.604033e-01       7.510736e-03       3.640061e-02
     2506000       1.227297e-02       6.540491e-04       6.719614e-03       1.717998e-01       8.440127e-03       3.630607e-02
     2508000       9.697140e-03       1.120122e-04       5.482298e-03       1.327914e-01       7.617653e-03       3.285634e-02
     2510000       1.602511e-02       3.958839e-04       8.585440e-03       1.748242e-01       9.361389e-03       3.811003e-02
     2512000       1.381560e-02       5.668764e-04       7.560236e-03       1.362971e-01       1.014443e-02       3.631072e-02
     2514000       1.364373e-02       6.406857e-04       7.705826e-03       1.277216e-01       6.864826e-03       3.449087e-02
     2516000       1.060880e-02       4.374933e-04       5.892639e-03       1.264516e-01       7.670977e-03       3.401654e-02
     2518000       1.329254e-02       9.079554e-04       7.442458e-03       1.807639e-01       8.302388e-03       3.896531e-02
     2520000       1.166893e-02       7.058322e-04       6.394846e-03       1.545133e-01       8.839460e-03       4.001798e-02
     2522000       1.009435e-02       7.716382e-04       5.513448e-03       1.806666e-01       8.823224e-03       3.798900e-02
     2524000       7.782262e-03       4.777883e-04       4.138630e-03       1.938550e-01       9.484096e-03       4.369686e-02
     2526000       1.242072e-02       9.291470e-04       6.899313e-03       1.721398e-01       7.043734e-03       3.868475e-02
     2528000       8.039962e-03       4.800671e-04       4.649910e-03       1.882774e-01       5.964231e-03       3.792368e-02
     2530000       8.987701e-03       8.547027e-04       5.038241e-03       1.743296e-01       8.204505e-03       3.478779e-02
     2532000       8.293281e-03       1.122906e-03       4.895350e-03       2.084051e-01       7.541728e-03       4.288039e-02
     2534000       1.097072e-02       7.816187e-04       6.269931e-03       2.940944e-01       8.818166e-03       4.214220e-02
     2536000       1.132208e-02       4.715226e-04       6.504664e-03       1.699820e-01       7.769908e-03       3.590082e-02
     2538000       1.329177e-02       3.681998e-04       7.175785e-03       1.484190e-01       6.651842e-03       3.771538e-02
     2540000       1.379849e-02       6.799395e-04       7.784754e-03       1.626061e-01       8.886587e-03       3.746548e-02
     2542000       1.359840e-02       5.173690e-04       7.013656e-03       1.647860e-01       6.857986e-03       3.515501e-02
     2544000       1.503226e-02       1.074160e-03       8.588355e-03       1.901485e-01       9.915669e-03       4.178142e-02
     2546000       1.468841e-02       4.814200e-04       7.736229e-03       1.646048e-01       9.309549e-03       3.452014e-02
     2548000       1.187340e-02       9.293403e-04       6.873553e-03       1.488070e-01       1.123155e-02       3.864775e-02
     2550000       1.697434e-02       1.410514e-04       9.564165e-03       1.923516e-01       9.765141e-03       4.047539e-02
     2552000       1.022695e-02       5.921457e-04       5.813071e-03       1.926694e-01       9.040674e-03       3.359854e-02
     2554000       1.371659e-02       7.184166e-04       7.876830e-03       1.650191e-01       6.954990e-03       3.805699e-02
     2556000       1.439722e-02       1.893633e-04       7.924497e-03       1.306579e-01       6.157261e-03       3.816227e-02
     2558000       1.190585e-02       5.899645e-04       6.894684e-03       1.897343e-01       1.016735e-02       3.586307e-02
     2560000       1.227378e-02       6.176647e-04       6.706117e-03       1.021461e-01       7.724074e-03       3.272019e-02
     2562000       1.799741e-02       2.254552e-04       9.319994e-03       1.435630e-01       9.545118e-03       3.817933e-02
     2564000       1.155795e-02       5.409489e-04       6.519849e-03       1.222129e-01       8.069168e-03       3.456310e-02
     2566000       1.444523e-02       4.574091e-04       8.189236e-03       1.464016e-01       6.542591e-03       3.506395e-02
     2568000       1.329837e-02       5.618307e-04       7.284703e-03       1.760575e-01       5.466651e-03       3.405785e-02
     2570000       1.443520e-02       7.362182e-04       7.694076e-03       1.757818e-01       5.101079e-03       3.945867e-02
     2572000       1.372867e-02       6.324687e-04       7.564175e-03       1.745763e-01       6.584994e-03       4.158953e-02
     2574000       1.513660e-02       4.102158e-04       8.285935e-03       1.558486e-01       8.732953e-03       3.676619e-02
     2576000       9.601043e-03       5.893979e-04       5.149414e-03       1.919183e-01       8.835187e-03       3.658565e-02
     2578000       1.068247e-02       5.377729e-04       5.926435e-03       1.496300e-01       6.548096e-03       3.688169e-02
     2580000       1.126250e-02       8.070515e-04       6.108715e-03       1.554492e-01       5.532004e-03       3.513514e-02
     2582000       1.226662e-02       5.729732e-04       6.841708e-03       1.845226e-01       7.057281e-03       4.051162e-02
     2584000       1.765981e-02       6.696087e-04       9.438723e-03       1.687204e-01       7.684879e-03       3.848076e-02
     2586000       1.646596e-02       3.022009e-04       9.325925e-03       1.950591e-01       6.721864e-03       3.900773e-02
     2588000       1.421829e-02       6.877652e-04       8.060967e-03       1.271975e-01       6.978201e-03       3.677500e-02
     2590000       1.116156e-02       1.005988e-03       5.756614e-03       1.952238e-01       9.583356e-03       3.671076e-02
     2592000       1.388493e-02       8.793248e-04       7.531479e-03       5.348996e-01       8.503269e-03       4.368109e-02
     2594000       1.304598e-02       6.726353e-04       6.972843e-03       1.464202e-01       8.815061e-03       3.580043e-02
     2596000       1.544725e-02       5.293594e-04       8.352020e-03       1.328422e-01       7.032100e-03       3.415378e-02
     2598000       9.672812e-03       3.524428e-04       5.294472e-03       1.798179e-01       6.235146e-03       3.951823e-02
     2600000       1.290673e-02       9.605130e-04       7.302607e-03       2.160221e-01       6.514067e-03       4.337569e-02
     2602000       1.022762e-02       3.785003e-04       5.791361e-03       2.086416e-01       8.612885e-03       3.859175e-02
     2604000       9.816815e-03       4.718620e-04       5.317684e-03       1.359225e-01       1.165730e-02       3.661240e-02
     2606000       6.581435e-03       1.052561e-03       3.713710e-03       1.519164e-01       7.597922e-03       3.481440e-02
     2608000       6.394440e-03       8.772459e-04       3.654284e-03       1.509797e-01       6.763595e-03       3.312179e-02
     2610000       1.008528e-02       3.862138e-04       5.590938e-03       1.846236e-01       1.040079e-02       3.766197e-02
     2612000       1.608827e-02       1.258196e-03       9.145306e-03       1.955285e-01       8.629051e-03       3.883018e-02
     2614000       1.678986e-02       9.918272e-04       9.577455e-03       2.412739e-01       7.888105e-03       4.038893e-02
     2616000       9.725519e-03       1.060480e-03       5.304274e-03       1.913702e-01       9.597191e-03       3.630614e-02
     2618000       1.559610e-02       7.877525e-04       8.396571e-03       1.410139e-01       7.480803e-03       3.895710e-02
     2620000       1.178458e-02       5.486790e-04       6.215986e-03       1.739373e-01       8.488817e-03       3.761886e-02
     2622000       1.372729e-02       9.496122e-04       7.802381e-03       1.647085e-01       7.941975e-03       3.695011e-02
     2624000       1.264444e-02       5.567502e-04       6.954079e-03       1.419540e-01       8.625346e-03       3.488534e-02
     2626000       8.113696e-03       1.241817e-03       4.127781e-03       2.234813e-01       6.384780e-03       3.969601e-02
     2628000       8.303025e-03       6.566832e-04       4.720838e-03       2.669004e-01       9.958307e-03       4.196547e-02
     2630000       9.695897e-03       3.677811e-04       5.282210e-03       2.480705e-01       8.519257e-03       4.202582e-02
     2632000       1.066194e-02       3.952164e-04       5.856243e-03       1.420632e-01       7.007536e-03       3.348442e-02
     2634000       1.395319e-02       7.910934e-04       7.894562e-03       1.512476e-01       6.722626e-03       3.621453e-02
